id,title,company,location,job_description,skills,role
550,Visual Designer (Junior),StartupX,Seattle,We need an experienced Visual Designer for exciting projects.,"Branding, Illustration, Adobe Creative Suite, Motion Graphics, UI Design, Visual Design, Figma, Typography, Design Systems",Visual Designer
330,Systems Administrator (Lead),DataMind,Bangalore,Looking for a skilled Systems Administrator to join our team.,"Networking, PowerShell, Windows Server, DNS, DHCP, Security, VMware, Bash",Systems Administrator
749,Data Architect (Principal),WebWorks,Miami,We need an experienced Data Architect for exciting projects.,"Cloud, Data Architecture, Big Data, Master Data Management, SQL, Data Modeling, Data Governance, ETL, Data Warehousing",Data Architect
369,Release Engineer (Lead),CloudNine,Bangalore,Join us as a Release Engineer and work on cutting-edge technology.,"Jenkins, Kubernetes, Automation, Build Systems, Problem Solving, Docker, Git, Deployment, Release Management, Team Work",Release Engineer
559,Interaction Designer (Senior),SysTech,Austin,We need an experienced Interaction Designer for exciting projects.,"Animation, Figma, After Effects, Micro-interactions, User Flows, Interaction Design, UX, Prototyping, Team Work, Design Systems",Interaction Designer
635,Business Analyst (Principal),StartupX,Chicago,Business Analyst position with growth opportunities.,"Documentation, User Stories, Jira, Stakeholder Management, Excel, SQL, Process Mapping, Data Analysis, Business Analysis, Requirements Gathering",Business Analyst
733,Software Architect (Mid-level),DataDriven,Los Angeles,We need an experienced Software Architect for exciting projects.,"API Design, Cloud, Performance, Architecture Patterns, Microservices, Security, Code Review",Software Architect
761,Blockchain Developer (Lead),InnovateTech,Remote,We need an experienced Blockchain Developer for exciting projects.,"Ethereum, Solidity, Truffle, Smart Contracts, JavaScript, NFT, DeFi, Blockchain, Cryptography",Blockchain Developer
358,Infrastructure Engineer (Senior),DigitalEdge,Austin,Infrastructure Engineer position with growth opportunities.,"Automation, Linux, Virtualization, Docker, Ansible, VMware, Monitoring, Terraform",Infrastructure Engineer
585,Project Manager (Mid-level),DigitalEdge,San Francisco,Looking for a skilled Project Manager to join our team.,"Risk Management, Stakeholder Management, MS Project, Resource Planning, Project Management, Budget Management, PMP",Project Manager
707,Support Engineer (Junior),AIVentures,Boston,We need an experienced Support Engineer for exciting projects.,"Documentation, Linux, Agile, Troubleshooting, SQL, Escalation Management, Communication",Support Engineer
660,Systems Analyst (Principal),AIVentures,Bangalore,We need an experienced Systems Analyst for exciting projects.,"Documentation, Systems Analysis, Stakeholder Management, Technical Writing, SQL, UML, Requirements",Systems Analyst
648,Business Intelligence Analyst (Senior),NextGen,Singapore,Business Intelligence Analyst position with growth opportunities.,"Power BI, Data Visualization, ETL, Excel, KPIs, SQL, Reporting, Dashboards, Tableau, Data Warehousing",Business Intelligence Analyst
543,Visual Designer (Junior),AIVentures,Singapore,We need an experienced Visual Designer for exciting projects.,"Branding, Leadership, Illustration, Adobe Creative Suite, Problem Solving, Motion Graphics, Visual Design, Figma, Design Systems",Visual Designer
756,Integration Architect (Senior),MegaSoft,San Francisco,Integration Architect position with growth opportunities.,"Architecture, REST, Cloud, Integration, SOAP, Microservices, Event-Driven, ESB, Middleware, API",Integration Architect
588,Project Manager (Principal),SmartSolutions,Remote,Join us as a Project Manager and work on cutting-edge technology.,"Risk Management, Stakeholder Management, Jira, Agile, PMP, MS Project, Problem Solving, Resource Planning, Project Management, Budget Management, Scrum",Project Manager
397,Application Security Engineer (Mid-level),DataDriven,Chicago,Join us as a Application Security Engineer and work on cutting-edge technology.,"Security, Secure Coding, Penetration Testing, DevSecOps, OWASP, SAST, DAST, Code Review",Application Security Engineer
497,Manual Tester (Junior),AIVentures,Denver,We need an experienced Manual Tester for exciting projects.,"Documentation, Bug Tracking, Jira, Test Plans, Regression Testing, Test Cases, Manual Testing, QA",Manual Tester
696,Customer Success Engineer (Junior),GlobalTech,Bangalore,Join us as a Customer Success Engineer and work on cutting-edge technology.,"Relationship Management, Customer Success, Problem Solving, Technical Support, SQL, API, Onboarding, Training",Customer Success Engineer
93,iOS Developer (Principal),AppMasters,London,iOS Developer position with growth opportunities.,"REST API, Agile, Problem Solving, Firebase, Swift, Xcode, SwiftUI, Objective-C, UIKit, iOS",iOS Developer
558,Interaction Designer (Senior),DevHub,Bangalore,Join us as a Interaction Designer and work on cutting-edge technology.,"UX, Micro-interactions, After Effects, Interaction Design, Figma, Prototyping",Interaction Designer
465,SDET (Junior),FutureSoft,Miami,Join us as a SDET and work on cutting-edge technology.,"Performance Testing, Automation, Docker, Java, CI/CD, Selenium, REST API Testing",SDET
448,Database Architect (Mid-level),CloudNine,New York,Database Architect position with growth opportunities.,"Architecture, MySQL, Scalability, Performance, Database Design, SQL, Data Modeling, Data Warehousing",Database Architect
846,Tech Lead (Principal),MegaSoft,San Francisco,Tech Lead position with growth opportunities.,"Architecture, Mentoring, Agile, System Design, Technical Leadership, Best Practices, Team Collaboration, Code Review",Tech Lead
521,Graphic Designer (Mid-level),SmartSolutions,Chicago,We need an experienced Graphic Designer for exciting projects.,"Branding, Adobe Photoshop, Color Theory, InDesign, Typography, Logo Design, Adobe Illustrator",Graphic Designer
28,Backend Developer (Principal),DevHub,Boston,Join us as a Backend Developer and work on cutting-edge technology.,"REST API, MongoDB, Redis, PostgreSQL, Docker, Java, Microservices, SQL, Node.js, Python",Backend Developer
796,IoT Developer (Senior),SysTech,London,IoT Developer position with growth opportunities.,"Arduino, Sensors, Embedded Systems, C, Raspberry Pi, MQTT",IoT Developer
737,Software Architect (Lead),InnovateTech,Los Angeles,Software Architect position with growth opportunities.,"Documentation, API Design, Cloud, Performance, Architecture Patterns, Microservices, Technical Leadership, Security, Code Review",Software Architect
716,Solutions Architect (Principal),InnovateTech,Seattle,Looking for a skilled Solutions Architect to join our team.,"Cloud, Azure, Cost Optimization, Integration, AWS, Microservices, Technical Leadership, Security",Solutions Architect
319,Platform Engineer (Junior),MegaSoft,Toronto,We need an experienced Platform Engineer for exciting projects.,"Kubernetes, ArgoCD, Leadership, Helm, Problem Solving, Docker, Cloud, Terraform, GitOps, CI/CD, Infrastructure as Code, Service Mesh",Platform Engineer
864,Growth Engineer (Lead),CloudFirst,London,Looking for a skilled Growth Engineer to join our team.,"Leadership, A/B Testing, Experimentation, Marketing Automation, Growth, SQL, JavaScript, Python, Data Analysis",Growth Engineer
18,Frontend Developer (Principal),MegaSoft,San Francisco,Looking for a skilled Frontend Developer to join our team.,"Angular, Webpack, Redux, JavaScript, HTML/CSS, TypeScript, Vue.js",Frontend Developer
422,Database Administrator (Principal),WebWorks,Singapore,We need an experienced Database Administrator for exciting projects.,"MongoDB, Redis, MySQL, Performance Tuning, PostgreSQL, Oracle, Replication, Database Design, SQL",Database Administrator
350,Cloud Architect (Senior),WebWorks,Los Angeles,We need an experienced Cloud Architect for exciting projects.,"Architecture, Kubernetes, Cost Optimization, AWS, Microservices, Security, Terraform",Cloud Architect
190,NLP Engineer (Lead),WebWorks,Los Angeles,NLP Engineer position with growth opportunities.,"Transformers, NLTK, BERT, Hugging Face, SpaCy, GPT, Text Classification, Python",NLP Engineer
357,Infrastructure Engineer (Senior),NetPro,London,Looking for a skilled Infrastructure Engineer to join our team.,"Automation, Linux, Virtualization, Docker, Ansible, Terraform",Infrastructure Engineer
360,Infrastructure Engineer (Principal),StartupX,New York,Join us as a Infrastructure Engineer and work on cutting-edge technology.,"Automation, Linux, Virtualization, Cloud, Docker, Ansible, Monitoring, Terraform",Infrastructure Engineer
452,QA Engineer (Lead),CloudNine,Berlin,QA Engineer position with growth opportunities.,"Testing, Automation, Leadership, Communication, API Testing, Java, Cypress, Git, TestNG, Selenium, Python",QA Engineer
282,DevOps Engineer (Mid-level),AIVentures,Denver,DevOps Engineer position with growth opportunities.,"Kubernetes, Jenkins, Linux, Ansible, AWS, Prometheus, Git, CI/CD, Python",DevOps Engineer
623,Product Owner (Lead),WebWorks,San Francisco,Looking for a skilled Product Owner to join our team.,"Stakeholder Management, Jira, Agile, Backlog Management, Scrum, Product Ownership, Analytics",Product Owner
790,Game Developer (Principal),AIVentures,Toronto,Join us as a Game Developer and work on cutting-edge technology.,"Physics, Leadership, 3D Development, Game Design, Animation, C++, C#, Unreal Engine, Graphics, AI, Unity",Game Developer
642,Business Intelligence Analyst (Senior),CloudFirst,Toronto,Join us as a Business Intelligence Analyst and work on cutting-edge technology.,"Power BI, Data Visualization, ETL, KPIs, Reporting, SQL, Dashboards, Tableau",Business Intelligence Analyst
362,Release Engineer (Junior),AppMasters,Singapore,Looking for a skilled Release Engineer to join our team.,"Jenkins, Kubernetes, Automation, Communication, Build Systems, Docker, Git, CI/CD, Deployment, Release Management, Team Work",Release Engineer
766,Blockchain Developer (Principal),MegaSoft,Chicago,We need an experienced Blockchain Developer for exciting projects.,"Solidity, Truffle, Web3, Smart Contracts, JavaScript, NFT, DeFi, Blockchain, Cryptography",Blockchain Developer
363,Release Engineer (Mid-level),DataMind,Denver,Join us as a Release Engineer and work on cutting-edge technology.,"Jenkins, Kubernetes, Automation, Build Systems, Docker, Git, CI/CD, Release Management",Release Engineer
772,AR/VR Developer (Mid-level),CloudFirst,Denver,We need an experienced AR/VR Developer for exciting projects.,"3D Modeling, 3D Development, AR, Oculus, ARKit, ARCore, C#, Unreal Engine",AR/VR Developer
698,Customer Success Engineer (Lead),SmartSolutions,Seattle,We need an experienced Customer Success Engineer for exciting projects.,"Customer Success, Agile, Product Knowledge, Technical Support, SQL, API, Communication, Training",Customer Success Engineer
668,Operations Analyst (Principal),CodeFactory,London,We need an experienced Operations Analyst for exciting projects.,"Documentation, Automation, Excel, Dashboards, Reporting, Operations",Operations Analyst
650,Business Intelligence Analyst (Junior),SysTech,San Francisco,We need an experienced Business Intelligence Analyst for exciting projects.,"Power BI, Data Visualization, Excel, KPIs, SQL, Reporting, Dashboards, Tableau, Data Warehousing",Business Intelligence Analyst
889,SEO Specialist (Senior),AppMasters,Bangalore,We need an experienced SEO Specialist for exciting projects.,"HTML, Technical SEO, Search Console, Link Building, Keyword Research, SEO, Content Strategy, Google Analytics, Analytics",SEO Specialist
119,React Native Developer (Junior),SysTech,Austin,React Native Developer position with growth opportunities.,"REST API, React Native, Expo, Mobile, iOS, JavaScript, Android, TypeScript",React Native Developer
453,QA Engineer (Junior),MegaSoft,Seattle,We need an experienced QA Engineer for exciting projects.,"Testing, Automation, Bug Tracking, API Testing, JUnit, Java, Test Cases, Cypress, Git, Selenium",QA Engineer
903,Solutions Engineer (Lead),MegaSoft,Remote,Solutions Engineer position with growth opportunities.,"Architecture, Technical Pre-sales, Demo, Customer Success, Cloud, Product Knowledge, Integration, API",Solutions Engineer
94,iOS Developer (Mid-level),StartupX,Austin,Looking for a skilled iOS Developer to join our team.,"REST API, Firebase, Swift, Xcode, SwiftUI, Objective-C, Core Data, CocoaPods",iOS Developer
64,Web Developer (Lead),DataMind,Boston,Web Developer position with growth opportunities.,"MySQL, Responsive Design, Leadership, WordPress, jQuery, SEO, JavaScript, HTML/CSS",Web Developer
312,Platform Engineer (Senior),StartupX,Berlin,Looking for a skilled Platform Engineer to join our team.,"ArgoCD, Helm, Docker, Cloud, GitOps, CI/CD, Service Mesh",Platform Engineer
171,Machine Learning Engineer (Senior),CloudFirst,Seattle,Machine Learning Engineer position with growth opportunities.,"Kubernetes, TensorFlow, AWS SageMaker, Docker, MLOps, Feature Engineering, Machine Learning, Model Deployment, Python",Machine Learning Engineer
136,AI/ML Engineer (Principal),InnovateTech,Los Angeles,Join us as a AI/ML Engineer and work on cutting-edge technology.,"TensorFlow, Computer Vision, NumPy, PyTorch, NLP, Pandas, Python, Deep Learning",AI/ML Engineer
49,Senior Software Engineer (Principal),SysTech,Remote,Looking for a skilled Senior Software Engineer to join our team.,"Architecture, Kubernetes, Leadership, Agile, Cloud, System Design, Java, Python",Senior Software Engineer
942,IT Administrator (Mid-level),DataDriven,Miami,We need an experienced IT Administrator for exciting projects.,"Networking, Linux, Troubleshooting, Office 365, Windows, Active Directory, Security, Support",IT Administrator
431,Database Developer (Lead),NetPro,Los Angeles,Looking for a skilled Database Developer to join our team.,"PL/SQL, PostgreSQL, Database Design, Query Optimization, SQL, Data Modeling, ETL",Database Developer
52,Junior Developer (Lead),DataDriven,Miami,Looking for a skilled Junior Developer to join our team.,"Learning, Problem Solving, Git, SQL, JavaScript, HTML/CSS, React, Python",Junior Developer
269,Big Data Engineer (Senior),CodeFactory,Toronto,We need an experienced Big Data Engineer for exciting projects.,"ETL, Hive, Scala, Hadoop, SQL, Kafka, AWS EMR, Python, Apache Spark, Data Lake",Big Data Engineer
914,IT Consultant (Junior),StartupX,Austin,Looking for a skilled IT Consultant to join our team.,"IT Consulting, Digital Transformation, Stakeholder Management, Cloud, Project Management, Technical Knowledge, Communication, Business Analysis",IT Consultant
391,Application Security Engineer (Junior),CloudNine,Denver,We need an experienced Application Security Engineer for exciting projects.,"Security, Application Security, Vulnerability Management, Penetration Testing, DevSecOps, DAST, Code Review",Application Security Engineer
688,Technical Support Engineer (Senior),CloudFirst,Boston,Looking for a skilled Technical Support Engineer to join our team.,"Ticketing, Customer Support, Linux, Jira, Troubleshooting, Technical Knowledge, SQL, API, Communication",Technical Support Engineer
811,Engineering Manager (Senior),TechCorp,Singapore,We need an experienced Engineering Manager for exciting projects.,"Hiring, People Management, Project Planning, Stakeholder Management, Performance Reviews, Agile, Career Development, Technical Background, Team Leadership",Engineering Manager
839,VP of Engineering (Lead),MegaSoft,Toronto,We need an experienced VP of Engineering for exciting projects.,"Hiring, Technical Vision, Problem Solving, Agile, Cross-functional Collaboration, Process Improvement, Budget, OKRs, Organization Building",VP of Engineering
14,Frontend Developer (Junior),CloudFirst,London,Join us as a Frontend Developer and work on cutting-edge technology.,"CSS, Problem Solving, SASS, Redux, JavaScript, Git, HTML/CSS, Vue.js",Frontend Developer
897,Sales Engineer (Principal),DataMind,Seattle,Looking for a skilled Sales Engineer to join our team.,"Pre-sales, Stakeholder Management, Problem Solving, Agile, Cloud, Technical Knowledge, POC, Product Demo, Communication",Sales Engineer
209,AI Research Scientist (Senior),SmartSolutions,Boston,We need an experienced AI Research Scientist for exciting projects.,"TensorFlow, Computer Vision, Mathematics, NLP, PyTorch, Research, Publications, Machine Learning, Python, Deep Learning",AI Research Scientist
946,IT Administrator (Lead),InnovateTech,Toronto,Join us as a IT Administrator and work on cutting-edge technology.,"Networking, IT Administration, Linux, Troubleshooting, Office 365, Windows, Security, Support",IT Administrator
724,Enterprise Architect (Lead),TechCorp,Berlin,We need an experienced Enterprise Architect for exciting projects.,"Digital Transformation, Cloud, Integration, Governance, Solution Design, TOGAF, Business Analysis",Enterprise Architect
256,MLOps Engineer (Principal),InnovateTech,San Francisco,MLOps Engineer position with growth opportunities.,"Kubernetes, Model Monitoring, AWS SageMaker, Feature Store, Docker, MLOps, MLflow, Python",MLOps Engineer
295,Cloud Engineer (Mid-level),DataMind,Austin,We need an experienced Cloud Engineer for exciting projects.,"Kubernetes, Linux, Docker, Azure, Google Cloud, AWS, CloudFormation, Security, Terraform",Cloud Engineer
187,NLP Engineer (Senior),DevHub,San Francisco,Looking for a skilled NLP Engineer to join our team.,"NLP, Transformers, NLTK, BERT, Hugging Face, SpaCy, GPT, Text Classification, Deep Learning",NLP Engineer
762,Blockchain Developer (Junior),MegaSoft,Berlin,Looking for a skilled Blockchain Developer to join our team.,"Ethereum, Solidity, Truffle, Web3, Smart Contracts, JavaScript, NFT, DeFi, Blockchain, Cryptography",Blockchain Developer
498,Manual Tester (Junior),StartupX,Remote,Join us as a Manual Tester and work on cutting-edge technology.,"Bug Tracking, Jira, Test Plans, Exploratory Testing, Manual Testing, QA",Manual Tester
211,Prompt Engineer (Senior),AIVentures,Austin,Looking for a skilled Prompt Engineer to join our team.,"Communication, Prompt Engineering, Langchain, LLM, OpenAI, GPT, ChatGPT, Fine-tuning, Python, AI",Prompt Engineer
881,SEO Specialist (Lead),NetPro,Chicago,Join us as a SEO Specialist and work on cutting-edge technology.,"HTML, Technical SEO, Search Console, Link Building, Leadership, Agile, Keyword Research, SEO, Content Strategy, Google Analytics",SEO Specialist
563,Product Manager (Lead),AppMasters,Berlin,We need an experienced Product Manager for exciting projects.,"User Stories, Stakeholder Management, Market Research, A/B Testing, SQL, Scrum, Analytics",Product Manager
79,API Developer (Lead),CodeFactory,Singapore,Looking for a skilled API Developer to join our team.,"REST API, API Design, Express.js, Swagger, JSON, Node.js, Python, GraphQL",API Developer
195,Computer Vision Engineer (Senior),CloudNine,Seattle,Join us as a Computer Vision Engineer and work on cutting-edge technology.,"YOLO, Image Processing, CNN, Agile, Object Detection, PyTorch, Image Segmentation, OpenCV, Python, Deep Learning",Computer Vision Engineer
725,Enterprise Architect (Senior),DataMind,Miami,Looking for a skilled Enterprise Architect to join our team.,"Enterprise Architecture, Problem Solving, Integration, Governance, Strategy, Solution Design, TOGAF, Business Analysis",Enterprise Architect
71,API Developer (Principal),TechCorp,San Francisco,API Developer position with growth opportunities.,"REST API, API Design, FastAPI, JSON, Postman, OAuth, GraphQL",API Developer
692,Customer Success Engineer (Lead),AppMasters,Berlin,Looking for a skilled Customer Success Engineer to join our team.,"Relationship Management, Customer Success, Product Knowledge, Technical Support, API, Communication, Training",Customer Success Engineer
29,Backend Developer (Senior),FutureSoft,Austin,We need an experienced Backend Developer for exciting projects.,"MongoDB, PostgreSQL, Docker, Spring Boot, Java, Microservices, SQL, Node.js, Python",Backend Developer
924,Technology Consultant (Mid-level),DigitalEdge,Chicago,We need an experienced Technology Consultant for exciting projects.,"Architecture, Digital Transformation, Agile, Business, Project Management, Strategy, Technology Consulting, Analytics",Technology Consultant
20,Frontend Developer (Junior),TechCorp,Chicago,Looking for a skilled Frontend Developer to join our team.,"Angular, Webpack, SASS, JavaScript, Figma, HTML/CSS, TypeScript, Vue.js",Frontend Developer
963,Desktop Support Engineer (Junior),AppMasters,Boston,Looking for a skilled Desktop Support Engineer to join our team.,"Networking, Software Installation, Windows, Active Directory, Desktop Support, Hardware",Desktop Support Engineer
218,Prompt Engineer (Principal),InnovateTech,Austin,Looking for a skilled Prompt Engineer to join our team.,"Prompt Engineering, Langchain, Prompt Design, Claude, GPT, ChatGPT, AI",Prompt Engineer
615,Program Manager (Principal),CloudFirst,San Francisco,Looking for a skilled Program Manager to join our team.,"Risk Management, Leadership, Stakeholder Management, Agile, Resource Planning, Budget, Program Management, Portfolio",Program Manager
780,AR/VR Developer (Mid-level),DataDriven,Los Angeles,Looking for a skilled AR/VR Developer to join our team.,"3D Modeling, AR, Oculus, ARKit, ARCore, C#, Unreal Engine, VR",AR/VR Developer
945,IT Administrator (Principal),DataDriven,Austin,We need an experienced IT Administrator for exciting projects.,"Networking, IT Administration, Linux, Problem Solving, Office 365, Active Directory, Security, Team Work",IT Administrator
163,Data Engineer (Lead),WebWorks,New York,We need an experienced Data Engineer for exciting projects.,"Team Work, PostgreSQL, ETL, Snowflake, Hadoop, AWS, SQL, Kafka, Python, Airflow, Apache Spark, Data Warehousing",Data Engineer
949,IT Administrator (Principal),GlobalTech,Denver,We need an experienced IT Administrator for exciting projects.,"Networking, Leadership, Problem Solving, Troubleshooting, Office 365, Active Directory, Security, Support",IT Administrator
907,Solutions Engineer (Lead),DataMind,Chicago,Looking for a skilled Solutions Engineer to join our team.,"Architecture, Technical Pre-sales, Demo, Customer Success, Agile, Cloud, Product Knowledge, API, Communication",Solutions Engineer
367,Release Engineer (Lead),DataMind,Denver,Release Engineer position with growth opportunities.,"Jenkins, Kubernetes, Automation, Build Systems, Agile, Docker, Problem Solving, CI/CD, Deployment, Release Management",Release Engineer
470,SDET (Lead),MegaSoft,Toronto,We need an experienced SDET for exciting projects.,"Performance Testing, Automation, REST API Testing, Problem Solving, Docker, Selenium, Test Frameworks, Python, Team Work",SDET
284,DevOps Engineer (Mid-level),CloudFirst,Seattle,Join us as a DevOps Engineer and work on cutting-edge technology.,"Kubernetes, Jenkins, Linux, Leadership, Docker, AWS, Prometheus, Git, CI/CD, Communication",DevOps Engineer
455,QA Engineer (Senior),MegaSoft,Miami,Looking for a skilled QA Engineer to join our team.,"Testing, Automation, Bug Tracking, API Testing, JUnit, Java, Test Cases, Git, Selenium",QA Engineer
243,AI Product Manager (Principal),DigitalEdge,Bangalore,Looking for a skilled AI Product Manager to join our team.,"Stakeholder Management, Data Science, LLM, Roadmapping, User Research, Machine Learning, Product Management, Communication, AI Product, Analytics",AI Product Manager
937,IT Manager (Mid-level),DataMind,Singapore,Looking for a skilled IT Manager to join our team.,"Budget, Vendor Management, IT Management, Infrastructure, Project Management, Strategy, Security, Team Leadership",IT Manager
304,Site Reliability Engineer (Principal),CodeFactory,Toronto,Looking for a skilled Site Reliability Engineer to join our team.,"Incident Response, Kubernetes, SLOs, Automation, Prometheus, Python, Grafana",Site Reliability Engineer
467,SDET (Lead),AppMasters,Chicago,SDET position with growth opportunities.,"Performance Testing, Automation, Problem Solving, Docker, Java, CI/CD, Selenium, Test Frameworks, REST API Testing",SDET
463,SDET (Junior),CodeFactory,Toronto,Join us as a SDET and work on cutting-edge technology.,"Performance Testing, Automation, REST API Testing, Docker, CI/CD, Selenium, Test Frameworks, Python",SDET
961,Desktop Support Engineer (Principal),GlobalTech,San Francisco,We need an experienced Desktop Support Engineer for exciting projects.,"Networking, Software Installation, Troubleshooting, Windows, Active Directory, Desktop Support, Remote Support",Desktop Support Engineer
305,Site Reliability Engineer (Lead),CodeFactory,Los Angeles,Site Reliability Engineer position with growth opportunities.,"Kubernetes, SLOs, Automation, Linux, Monitoring, Prometheus, Python, Grafana, Terraform",Site Reliability Engineer
843,Tech Lead (Lead),SysTech,Denver,Looking for a skilled Tech Lead to join our team.,"Architecture, Mentoring, Agile, System Design, Best Practices, Development, Team Collaboration, Code Review",Tech Lead
852,Director of Engineering (Mid-level),CodeFactory,Seattle,We need an experienced Director of Engineering for exciting projects.,"Hiring, Stakeholder Management, Agile, Budget, OKRs, Strategy, Engineering Leadership",Director of Engineering
564,Product Manager (Lead),DevHub,San Francisco,Product Manager position with growth opportunities.,"User Stories, Stakeholder Management, Market Research, A/B Testing, Roadmapping, SQL, Product Management, Scrum",Product Manager
238,Generative AI Engineer (Lead),DigitalEdge,Toronto,Looking for a skilled Generative AI Engineer to join our team.,"Stable Diffusion, Generative AI, Transformers, Text Generation, Fine-tuning, Deep Learning",Generative AI Engineer
645,Business Intelligence Analyst (Lead),SmartSolutions,Berlin,Looking for a skilled Business Intelligence Analyst to join our team.,"Power BI, Excel, KPIs, Reporting, Dashboards, SQL, ETL, Data Warehousing",Business Intelligence Analyst
4,Full Stack Developer (Lead),DataDriven,Los Angeles,Full Stack Developer position with growth opportunities.,"Python, JavaScript, SQL, Node.js, HTML/CSS, React, Git, TypeScript, Vue.js",Full Stack Developer
437,Database Developer (Mid-level),NextGen,San Francisco,Join us as a Database Developer and work on cutting-edge technology.,"Performance Tuning, PostgreSQL, Database Design, Query Optimization, Stored Procedures, SQL, Data Modeling, T-SQL",Database Developer
174,Machine Learning Engineer (Lead),FutureSoft,Los Angeles,Looking for a skilled Machine Learning Engineer to join our team.,"Kubernetes, AWS SageMaker, Machine Learning, Docker, MLOps, PyTorch, Feature Engineering, Model Deployment, Python",Machine Learning Engineer
333,Network Engineer (Senior),InnovateTech,London,Network Engineer position with growth opportunities.,"CCNA, Networking, VPN, Load Balancing, Agile, DNS, TCP/IP, Routing",Network Engineer
191,Computer Vision Engineer (Principal),DataDriven,Chicago,Join us as a Computer Vision Engineer and work on cutting-edge technology.,"TensorFlow, Image Processing, CNN, Object Detection, PyTorch, OpenCV, Image Segmentation",Computer Vision Engineer
507,UI/UX Designer (Principal),DevHub,San Francisco,We need an experienced UI/UX Designer for exciting projects.,"Sketch, User Testing, Team Work, UI Design, UX Research, Figma, Prototyping, Accessibility, Wireframing, Adobe XD",UI/UX Designer
682,Technical Support Engineer (Junior),DevHub,Remote,Looking for a skilled Technical Support Engineer to join our team.,"Ticketing, Networking, Documentation, Customer Support, Linux, Troubleshooting, Communication",Technical Support Engineer
293,Cloud Engineer (Junior),NextGen,Chicago,Cloud Engineer position with growth opportunities.,"Kubernetes, Networking, Leadership, Azure, CloudFormation, Security, Terraform",Cloud Engineer
644,Business Intelligence Analyst (Lead),SysTech,Denver,Business Intelligence Analyst position with growth opportunities.,"Power BI, Data Visualization, ETL, Excel, KPIs, Reporting, SQL, Dashboards, Tableau, Data Warehousing",Business Intelligence Analyst
849,Tech Lead (Lead),WebWorks,Boston,Join us as a Tech Lead and work on cutting-edge technology.,"Architecture, Leadership, Problem Solving, System Design, Technical Leadership, Best Practices, Team Collaboration, Code Review",Tech Lead
413,Penetration Tester (Principal),CodeFactory,Chicago,Penetration Tester position with growth opportunities.,"Web Security, Burp Suite, Vulnerability, Ethical Hacking, Reporting, Metasploit, Kali Linux",Penetration Tester
529,Graphic Designer (Mid-level),CodeFactory,Berlin,We need an experienced Graphic Designer for exciting projects.,"Branding, Print Design, Problem Solving, Agile, Adobe Photoshop, Visual Design, Digital Design, Typography, Logo Design, Adobe Illustrator",Graphic Designer
22,Backend Developer (Principal),DevHub,Berlin,Backend Developer position with growth opportunities.,"REST API, Redis, MongoDB, Django, PostgreSQL, Spring Boot, Java, Microservices, SQL, Node.js, Python",Backend Developer
102,Android Developer (Mid-level),CloudFirst,Toronto,Android Developer position with growth opportunities.,"REST API, Android Studio, Jetpack Compose, Firebase, MVVM, Java, Kotlin, Gradle, XML",Android Developer
573,Technical Product Manager (Lead),WebWorks,Toronto,Join us as a Technical Product Manager and work on cutting-edge technology.,"Stakeholder Management, Agile, System Design, Roadmapping, Technical Knowledge, API, Product Management, Team Work, Data Analysis",Technical Product Manager
329,Systems Administrator (Junior),SmartSolutions,Chicago,Join us as a Systems Administrator and work on cutting-edge technology.,"Backup, PowerShell, Linux, Windows Server, DNS, Security, VMware, Bash",Systems Administrator
165,Data Engineer (Senior),MegaSoft,London,Looking for a skilled Data Engineer to join our team.,"PostgreSQL, Hadoop, Apache Spark, AWS, SQL, Python, Airflow, ETL",Data Engineer
388,Cybersecurity Analyst (Mid-level),GlobalTech,London,Looking for a skilled Cybersecurity Analyst to join our team.,"Incident Response, Malware Analysis, Risk Assessment, SIEM, Threat Analysis, Splunk, Security, Wireshark, Communication, Forensics",Cybersecurity Analyst
516,Product Designer (Lead),SmartSolutions,Miami,Product Designer position with growth opportunities.,"Design Thinking, A/B Testing, Visual Design, Interaction Design, Product Design, Figma, Design Systems",Product Designer
773,AR/VR Developer (Principal),TechCorp,Seattle,We need an experienced AR/VR Developer for exciting projects.,"3D Modeling, 3D Development, AR, Oculus, ARKit, ARCore, Unreal Engine, VR, Unity",AR/VR Developer
254,MLOps Engineer (Principal),CloudFirst,San Francisco,Join us as a MLOps Engineer and work on cutting-edge technology.,"Kubernetes, Model Monitoring, AWS SageMaker, Feature Store, Docker, MLOps, MLflow, CI/CD, Kubeflow, Python",MLOps Engineer
709,Support Engineer (Mid-level),StartupX,Singapore,We need an experienced Support Engineer for exciting projects.,"Documentation, Linux, Customer Service, Troubleshooting, Technical Support, SQL, Escalation Management, Communication, Ticketing Systems",Support Engineer
858,Director of Engineering (Mid-level),DevHub,Seattle,We need an experienced Director of Engineering for exciting projects.,"Leadership, Stakeholder Management, Agile, OKRs, Strategy, Engineering Leadership, Process",Director of Engineering
776,AR/VR Developer (Lead),SysTech,Toronto,Looking for a skilled AR/VR Developer to join our team.,"3D Modeling, 3D Development, AR, Oculus, ARKit, ARCore, C#, Unreal Engine, Unity",AR/VR Developer
629,Product Owner (Mid-level),InnovateTech,Seattle,Product Owner position with growth opportunities.,"User Stories, Stakeholder Management, Jira, Agile, Prioritization, Backlog Management, Scrum, Product Ownership",Product Owner
